cpc;qid
S11318;-
T05384;-
T05386;-
T06064;-
T06068;-
T06072;-
T06073;-
T06077;-
V04703;-
V04705;-
V05157;NIL
Z00213;-
Z00217;-
Z00898;-
Z02523;-
Z03360;-
Z03361;-
Z03362;-
Z03363;-
Z03364;-
Z03365;-
Z03367;-
K00222;-
K00731;-
L00429;-
L03003;-
M01899;-
A03678;-
G03310;-
T01829;-
L03006;-
L03640;-
P11404;NIL
P13231;-
R01320;-
R01321;-
R01322;-
R01325;-
S11385;-
B04328;-
B04330;-
B07360;-
B12458;-
B12459;-
C00962;-
C07957;-
C12776;-
C12791;-
C15839;-
C15842;NIL
D05440;-
F04461;-
F06520;-
F06525;-
F07451;-
F07459;-
F07461;-
F08635;-
F08655;-
F08687;-
G02422;-
G08329;-
G09178;-
G09191;-
G09215;-
G09217;-
G09606;-
G09646;-
J00125;-
K00177;-
K00198;-
K00457;-
L03631;-
L04690;-
M00260;-
M10809;-
M16901;-
P12905;-
P12926;-
P12947;-
R01819;-
R01821;-
S00308;-
S10142;-
S10143;-
T03482;-
T04296;-
T04297;-
T04299;-
T04300;-
T05994;-
Z00140;-
Z00313;-
Z02210;-
Z02550;-
Z03374;-
D08155;NIL
D08162;-
D08163;-
M01458;-
S09705;-
P06214;-
P07304;-
S02452;-
B06735;-
F06318;-
B12640;-
Z01074;NIL
T02745;-
P00163;-
A01016;-
A02901;-
A02902;-
B14603;-
C17959;-
D08389;-
D08390;-
D08391;-
D08392;NIL
L05189;-
L05195;-
M01825;-
O00973;-
P04283;-
P04285;-
P04389;-
P04390;NIL
R00270;-
R05735;NIL
S08122;-
S08123;-
S11067;-
S11218;NIL
S11226;-
V03390;-
A03961;-
C14952;-
D03875;-
F00809;-
L01933;-
M01323;-
P11898;-
R02700;-
R03940;-
R07774;-
S07302;-
S07303;-
S08633;-
S10111;-
B00959;-
B05432;-
B05433;-
B05434;-
B17180;-
C09198;-
C15979;-
F01985;-
B01101;-
B01102;-
F02724;NIL
L01934;-
L01935;-
M05071;-
P08930;NIL
P11896;-
R00163;-
R03937;NIL
R03939;-
R03941;-
R03942;NIL
R03944;-
R07785;-
R07787;-
S10058;-
S10059;-
T05849;-
T05850;-
Z01713;-
B12360;-
I00177;-
J00056;-
J00057;-
J00263;-
M16730;-
S10007;-
V04730;-
M05454;-
V05053;-
C14483;-
D01416;-
O00976;-
B05789;-
B12238;NIL
B12239;-
B12240;NIL
B12241;-
B12242;-
B16349;-
D07291;-
M03376;NIL
S07414;-
S07415;-
S07416;-
S07419;-
P05772;-
P07047;-
S07572;-
S07573;-
Z02927;-
Z03028;-
B05808;-
B09547;-
D08125;-
I01174;-
I01287;-
M01449;-
S07657;-
G08137;-
C10528;NIL
M16430;-
S09854;-
S10198;-
A02699;-
C17970;-
C17972;-
C17973;-
C17974;-
C17975;-
C17976;-
C17977;-
C17978;-
C17979;-
D07317;-
D07318;-
D07319;-
D07320;-
D07321;-
D07322;-
M16203;-
M16204;-
M16205;-
M16208;-
M16719;-
M16727;-
Z01481;-
Z02478;-
Z02479;-
Z02480;-
Z02481;-
Z02482;-
Z02483;-
Z02490;-
Z02489;-
Z02488;NIL
Z02484;-
A01795;-
B07792;-
C08013;-
C08015;-
C17739;-
D05328;-
D06993;-
D07518;-
E00063;-
F07438;-
N00324;-
O00228;-
S00708;-
S00710;-
S00712;-
S04600;-
S07768;NIL
S11485;-
T01294;-
T01295;-
T01296;-
T01816;-
P12161;-
B07933;-
C11040;-
C11041;-
C11442;NIL
L04683;-
L04705;-
M02400;-
N00063;-
Z02819;-
B17003;NIL
G09322;-
G09323;-
P13876;-
R06903;-
S10974;-
K00745;-
D02087;-
P11800;-
B07947;-
B11199;-
B17244;-
B17245;-
B17423;-
C09571;-
F06441;-
K00965;-
O00101;-
P05432;-
Z03287;-
O01275;-
S06346;-
S07300;-
C01602;-
B15769;-
Z00673;-
H00208;-
Z00923;-
G03968;-
P05696;-
P09903;-
M12491;-
P09904;NIL
S07551;-
T00095;-
G06376;-
M05128;-
M05523;-
M15090;-
A02567;-
M16245;-
B11946;-
N01428;-
D07430;-
G00335;-
G00337;-
Z03377;-
S06348;-
S06360;-
S08765;-
D07447;-
J00066;-
N01008;-
J00068;-
P09873;-
S06321;-
C07316;-
S07716;-
T01611;-
B02826;-
B04186;-
B05911;NIL
B14569;-
D06598;-
M16755;-
K00874;-
C07126;-
C10008;-
D03834;-
D05539;-
D05540;-
B12381;-
G09222;-
B18257;-
L05237;-
C16631;-
C17917;-
M12422;-
D04728;-
B00916;-
D08478;-
S01291;-
V04724;-
G01858;-
K01141;-
P12125;-
V05098;NIL
B05892;-
M12872;-
M12599;-
G00442;-
G02275;-
P10464;-
G02637;-
P04483;-
P10546;-
F02791;-
C17411;-
F08688;-
G09226;-
H00251;-
S10878;NIL
P04837;-
L04121;-
C01952;-
C08803;-
C08808;-
U00217;-
F07064;-
L00535;-
P00215;-
C02368;-
M10733;-
O00884;-
J00198;-
P09609;-
P08070;-
Z00361;-
Z00362;-
C16707;-
M14663;-
M06763;-
M11174;-
T00166;-
O01309;-
B07736;-
D08608;-
T03272;-
F08624;-
F08641;-
H00253;-
D00619;-
J00073;-
K00233;-
K00596;-
A03029;-
K00694;-
G10779;-
K00798;-
G11013;-
L00514;-
L03090;-
M10329;-
M02012;-
N02412;-
P08936;-
R02520;-
S00183;-
S05590;-
S11160;-
U00429;-
Z02837;-
G08005;-
C15908;-
B13052;-
F04698;-
F04700;-
O00041;-
V01900;-
D05140;-
B00028;-
B09842;NIL
C02828;-
D01770;-
G03764;-
Z00851;-
Z01602;-
R07284;-
D04681;NIL
C04421;NIL
C07222;-
C11664;-
C11665;-
C11955;-
C17519;-
C17520;-
D07251;-
D08436;-
F02590;-
F07387;-
F07388;-
G01529;-
G02509;-
G02510;-
G07418;-
M12783;-
G07445;-
G07446;-
G07638;-
G09852;-
H00062;-
I01191;NIL
G07066;-
I01263;NIL
G10852;-
I01361;-
J00041;-
M07471;-
K00178;-
K00705;-
L02041;-
L03001;-
L05166;-
L05358;-
L05370;-
S03370;-
M01511;-
M03374;-
M03375;-
M07688;-
M11779;-
G09518;-
M11781;NIL
M16130;-
M16214;-
M16215;-
M16216;-
N02324;-
O00258;-
O00486;-
O00488;-
V02612;-
P00892;-
P03340;-
P03341;-
P03342;-
P04266;-
P07056;-
P07242;-
P07420;-
R00105;NIL
R00194;-
A01362;-
R00589;-
R00741;-
C10252;-
R00903;-
R02235;-
R03243;-
D02286;-
R04626;-
L03857;-
R04627;NIL
L03870;-
R04686;-
R04687;NIL
R05528;-
R07726;-
R08013;-
R08019;-
S00185;-
S02357;-
S02358;-
S02493;-
S04844;-
S04845;-
S06022;-
S06521;-
A01372;-
S07549;-
S07795;-
S07796;-
S07940;-
S07941;-
S07942;-
S08257;-
D00963;-
S08728;-
P11283;-
S08767;-
S09850;-
S10076;-
S10113;-
S10491;-
S11418;-
S11460;-
T00754;-
T02333;-
T03306;-
T03491;-
T03813;-
T03814;-
T06054;-
V00635;-
V00639;-
V01938;-
V03218;-
V03589;-
C12348;-
V04280;-
S06712;NIL
V05055;-
V05056;-
V05174;-
Z03285;-
L01373;-
C11039;-
C11117;-
C11115;-
C11122;-
C11768;-
C12309;-
C15044;-
C17982;-
D01467;-
D05309;-
D07432;-
E00513;NIL
E00514;-
E00515;-
E00516;-
F07419;-
F07420;-
N02152;-
P04235;-
P10499;-
S02846;-
S06320;-
S07769;-
S07817;-
S07818;-
S07819;NIL
S07820;-
S10595;-
S10652;-
S10693;-
T02675;-
C17969;-
A00935;-
C17971;-
Z03296;-
B18132;-
C12568;-
G02512;-
M03869;-
N01696;-
P03987;-
S05883;-
T05660;-
V02109;-
M07477;-
M07478;-
C07824;-
B19344;-
D00975;-
D02159;-
M09760;-
B05591;-
B05593;-
C10559;-
S04284;-
S05513;-
B13812;-
B19493;-
B19494;-
F00262;-
C13573;-
D00997;-
B16161;-
B16257;-
C03185;-
P01382;-
R06428;-
B02291;-
P06636;NIL
D03270;-
F03402;NIL
M02944;-
N00115;-
B10277;-
C11773;-
C10220;-
C14961;-
T06104;-
C01246;-
Z00889;-
D00790;-
C11917;-
F00173;NIL
F08316;-
G01783;-
G04054;-
G04674;-
M06187;-
M06210;-
M07107;-
M16538;-
P01248;-
P09123;-
Z01582;-
Z00966;-
A04516;-
C16542;-
Z00541;-
Z00973;-
G09289;-
A01144;-
B04121;-
B04307;NIL
C00508;-
F01298;-
F04561;-
F05017;-
F07660;-
N01186;-
R06357;-
S01773;-
V00887;-
V04136;-
V04005;-
B17640;-
C10120;-
F00970;-
F03076;-
G00382;-
M10712;-
P11087;-
R00436;-
S05337;-
V02768;-
V03779;-
B00055;-
B00413;-
B04448;-
B10047;-
B12695;-
B17934;-
B17941;-
C00363;-
C08871;-
C13163;-
C13164;-
C14117;NIL
D02212;-
D06780;NIL
D07235;-
F01613;-
F02545;-
F04281;-
F04890;-
M00654;NIL
M03677;-
M03827;-
M04491;-
M08422;-
M12630;-
P00108;-
P00907;-
P00910;-
P03520;-
P06270;-
P12972;-
P12981;-
P13218;-
R04906;-
R04933;-
R06480;-
R06752;-
S01004;-
S01156;-
S01186;-
S01819;-
S06775;-
S06777;-
S06780;-
S07007;-
S10795;-
T03344;-
T03345;-
T03707;-
U00381;-
B16518;-
C06978;-
D02625;-
D03068;-
D03348;-
F01183;-
F01262;-
L04758;-
L04760;-
L04763;-
M06803;-
M06809;-
S04199;-
S04204;-
P06754;NIL
C05147;-
R06963;-
P11970;-
R04493;-
G08548;-
B01498;-
B03961;-
B05453;-
B09903;-
B19885;-
F08720;-
P06079;-
S04068;-
S05309;-
V02485;-
V02487;-
A05023;-
B01939;-
B14124;-
B18010;-
B14575;-
G10076;NIL
M10591;-
M10617;-
M15007;-
P03227;-
R02152;-
A05569;-
M16357;-
P12020;-
A03819;-
F04007;-
N02402;-
P07542;-
R07322;-
S01224;-
Z03196;-
F02183;-
D07590;-
L04621;-
C09993;-
A02936;-
C07834;-
C00683;-
D03688;-
F02150;-
F03375;-
F07821;-
F07822;-
D07804;-
M11294;-
R01832;-
C12738;-
G08651;-
P04598;-
C14387;-
M04541;-
R01317;-
S04748;-
C00164;-
C11902;-
L01175;-
L01176;-
M05293;-
M05346;-
V01991;-
G00688;-
C16263;-
D00568;-
D02163;-
B11977;NIL
Z00536;-
Z00557;-
C05126;-
R02790;-
M14659;NIL
B00466;-
S10239;-
L02485;-
K01128;-
K01126;-
D06776;-
B18522;-
G02106;-
F06616;-
N01707;-
G11379;-
C11309;-
F01819;-
R06735;NIL
G11210;-
M08342;-
O01040;-
P12518;-
P13758;NIL
T03080;-
V01573;-
B07918;-
F02209;-
O01060;-
Z02833;-
Z02834;-
F03197;-
B14267;-
R02711;-
V04302;-
R06990;-
R06992;-
C17846;-
D00604;-
D00622;-
D02418;-
F07991;-
P13642;-
C07906;-
F07135;-
G01449;-
G06082;NIL
I00792;-
V00626;NIL
Z00036;NIL
C08372;-
G05275;-
P08056;-
E00564;NIL
F00109;NIL
G04618;-
I00742;NIL
R02841;-
R02885;-
R06683;-
C03376;NIL
F03577;-
G04476;NIL
F06502;-
T03665;-
M08984;-
P05292;-
P05295;-
P05301;-
P05305;NIL
P05309;-
P12181;-
S03469;-
L04719;-
S07833;-
T04936;-
A04300;-
B00796;-
C02731;-
G00799;NIL
S10137;-
F01497;-
N01574;-
F03679;-
B16219;-
C00024;-
B08833;-
B12909;NIL
C06898;-
T00156;-
F01736;-
I00387;-
K00021;NIL
F08530;-
F05523;-
M06247;-
G00671;-
S04687;-
A03646;-
A05552;-
C07335;-
D00827;-
I00346;NIL
I01175;-
L02459;-
O00458;-
P01698;-
B18344;-
C16893;-
D07459;-
B09349;-
M15706;-
R07137;-
C02631;-
B03613;-
F05686;-
C13350;-
F03260;-
F03346;-
T01287;NIL
T01869;-
T02646;-
F03056;-
E00691;-
A03942;-
B05734;-
B13805;-
C01825;-
C02539;-
D01303;-
F04585;-
G06772;-
M00177;-
P03331;-
P06208;-
E00331;-
G08989;NIL
L02455;-
P10315;-
S03203;-
V00996;-
V02240;-
A00601;NIL
P05815;-
S09229;-
L00214;-
C01134;-
P04578;-
P04737;-
C02470;-
B12200;-
B10507;-
B13590;-
B17979;-
G05737;-
B05029;-
F01392;-
H00124;-
M14137;-
A03617;-
A03618;-
G05498;-
G05671;-
C14257;-
D04212;-
D05552;-
D05776;NIL
M11151;-
B09668;-
F07063;-
B15021;-
C07356;-
M04465;-
T04495;-
R07571;-
C12311;-
G10672;-
L00616;-
M12906;-
M12907;-
M12908;-
M12910;-
P13918;-
N02058;-
Z01389;-
F00885;-
A05740;-
L04119;-
A04638;-
A04639;-
B01032;-
B15300;-
C08729;-
S01166;-
L04112;-
C05781;-
M13366;-
T05859;-
S10617;-
O01440;-
D04052;-
M04957;-
N00248;-
C09754;-
G10483;-
A04056;-
O00222;-
P05990;NIL
P06066;-
A01221;-
P01565;-
C16984;-
P12642;-
M00234;-
P07442;-
B12850;-
O01323;-
C07963;-
P12782;-
M12742;-
L02918;-
K00434;-
F00327;-
B17440;NIL
V02910;-
S07718;-
S07988;NIL
S08011;-
S11337;-
V03308;-
V04290;-
S04583;NIL
R07729;-
R03328;-
P12122;-
L03644;-
L03638;NIL
L02861;-
I01189;-
D03840;-
B05465;-
D07446;-
H00189;-
R00035;-
S00855;-
S10043;-
Z01842;-
T03493;-
T04952;-
R02675;-
R02676;-
S10655;-
S11217;-
A01034;-
N01727;-
S07782;-
S07842;-
M12864;-
R04529;-
M16217;-
S00029;-
Z00022;-
S11200;-
R04027;-
R03874;-
O01322;-
M00605;-
P06440;-
M00606;-
M00608;-
M06942;-
P13606;NIL
T00119;-
M08985;NIL
G02954;-
P04404;-
T00178;-
B04004;-
B17037;-
C11476;-
C11478;-
C13356;-
S03587;-
S05842;-
V02515;-
C04557;-
L05616;-
C06926;-
T03415;-
C00263;-
R02638;-
A05413;-
D08139;NIL
S11437;-
B04340;-
C11145;-
V04823;-
Z02661;-
D06255;-
G05204;-
L00084;-
M01490;-
P10427;-
P13457;-
S07870;-
N00080;-
G08378;-
K00280;-
L05402;-
V05103;-
V05105;-
F01391;-
D06214;-
D06545;-
J00256;-
T00746;NIL
T05149;-
T05359;-
D00658;-
S10999;-
I00508;-
M14489;-
S04124;-
P09218;-
E00374;-
P12908;-
P07810;NIL
Z00222;NIL
R00201;-
Z00867;-
C09155;-
E00068;-
F08378;-
G03848;-
F08379;-
H00034;-
F08380;-
M03974;-
P06200;-
U00477;-
V04831;-
C00657;-
C13982;-
M11889;-
R02936;-
S05097;-
T06067;-
R04839;-
S04444;-
C09713;-
P05464;-
S00162;-
S10161;-
S10162;-
Z00141;-
Z01957;-
S08591;-
M16600;-
T02140;-
P09892;-
K00391;-
Z02185;-
B17293;-
C08588;-
F07315;-
I01223;-
B12350;-
B12351;-
B12352;-
C12645;-
C13023;-
C13024;-
C13025;-
C13026;-
C13027;-
K00410;-
K00411;-
P10514;-
P10515;-
P10516;-
P10517;-
R00280;-
S10596;NIL
S10597;NIL
B17135;-
C13704;NIL
G07833;-
K00601;-
L00576;-
L00577;-
M01775;-
M03377;-
O00492;-
V04701;-
V05037;-
B19506;-
C08023;-
H00220;-
J00189;-
Z01847;-
A00418;-
J00067;-
P11544;-
S07974;-
Z01950;-
B16299;-
G07460;-
G07816;-
M01900;-
S05190;-
S05191;-
R01860;-
D08322;NIL
A00591;-
C00667;-
E00424;-
E00425;-
M11792;-
C17714;-
K01090;-
K00724;-
K00725;-
P04539;-
P10422;-
P10674;-
R01677;-
S10998;-
V03311;-
Z03371;-
S07794;-
S07793;-
R05204;-
F08612;-
S10599;-
S11305;-
S11003;-
M16143;-
S10466;-
S07408;-
F02562;-
G07455;-
H00177;-
M15625;-
M16206;-
S10001;-
Z02703;-
Z02815;-
S01359;-
S01362;-
T01624;-
D00696;-
G07494;-
T02397;-
M12201;-
M10444;-
M09784;-
C05776;-
C02644;-
D00350;-
P13624;-
T01812;-
B06827;-
B02700;-
C04470;-
L02086;-
F00881;-
G05426;-
T05637;-
V00109;-
P07834;-
R06872;-
S09403;-
S09404;-
B05524;-
B08741;-
B15309;-
B19495;-
B19500;NIL
B20000;-
C02487;-
P07283;-
R00439;-
Z02076;-
S10493;-
V01813;-
G04892;-
M06160;-
D07462;-
G01890;-
M02597;-
B13610;-
C00409;-
C00410;-
L03963;-
G03257;-
G03262;NIL
A04393;-
B12954;-
B12957;-
B12959;-
D04671;-
B12367;-
R06753;-
D01664;-
G04497;-
P05929;-
P05930;-
M12716;-
M02302;-
D01735;-
L02341;-
L03832;-
B00002;-
B00003;-
B02140;-
B02170;-
B04062;-
B06336;-
B11983;-
B11984;-
B18571;-
C03434;-
C03474;-
C06779;-
C06841;-
C10368;-
C14917;-
C16518;-
D01077;-
F07767;-
F07768;-
M02212;-
M09860;-
N00096;-
N00097;-
P07717;-
P07724;-
P07727;-
P09124;-
P09143;-
P09154;-
S01715;-
S04374;-
S08158;-
T01095;-
T01098;-
T01260;-
T01262;-
T01263;-
T03605;-
Z01207;-
Z03022;-
G09173;-
V00932;-
C09450;-
A00170;-
A00302;-
A00385;-
A00953;-
A01264;-
A01512;-
A01661;-
A02222;-
A02514;-
P02388;-
A02521;-
A02523;-
A02526;-
A02928;-
A02976;-
A03679;-
A03745;NIL
A04277;-
A04492;-
A04647;-
A04648;-
A04776;-
A04997;-
A05207;-
B00026;-
B00032;-
B00364;-
B00388;-
B00827;-
B00929;-
B00979;-
B01565;-
B01639;-
B01714;-
B01723;-
B02027;-
B02028;-
B02030;-
B02079;-
B02080;-
B02086;-
B02118;-
B02246;NIL
B02248;-
B02338;-
B02799;NIL
B03051;NIL
B03093;-
B03341;-
B03420;-
B04012;-
B04141;-
B04282;-
B04350;-
B04365;-
B04382;-
B04385;NIL
B04387;-
B04490;-
B04782;-
B04805;-
B04980;-
B05258;-
B05259;-
B05308;-
B05417;-
B05431;-
B05810;-
B05865;-
B05925;-
B06125;NIL
B06206;-
B06679;-
B06997;-
B06998;-
B07029;-
B07031;-
B07248;-
B07493;-
B07554;-
B08044;NIL
B08054;-
B08179;-
B08537;-
B08538;-
B08539;-
B08541;-
B08542;-
B08543;-
B08690;-
B09202;NIL
B09386;-
B09815;-
B10183;-
B10189;-
B10197;NIL
B11136;-
B11160;-
B12136;-
B12174;-
B12183;-
B12284;-
B12285;-
B12287;-
B12349;-
B12361;-
B12594;NIL
B12750;-
B12928;-
B13056;-
B13071;NIL
B13275;-
B13340;-
B13738;-
B13881;-
B13919;-
B14182;-
B14307;-
B14319;-
B14320;-
B14681;-
B14815;-
B15318;-
B15319;-
B15320;-
B15322;-
B15499;-
B15544;-
B15768;-
B15771;-
B16265;-
B16342;-
B16575;-
B16615;-
B16720;-
B16723;-
B16724;-
B16728;-
B17002;-
B17081;NIL
B17099;-
B17100;-
B17101;-
B17106;-
B17163;-
B17191;-
B17306;-
B17366;-
B17379;-
B17420;-
B17823;-
B17959;-
B17993;-
B18619;-
B18695;NIL
B18909;-
B18935;-
B18936;-
B18937;-
B19083;-
B19084;-
B19122;-
B19126;-
B19224;-
B19333;-
B19412;-
B19545;-
B19623;-
B19846;-
B19847;-
B19910;-
B19911;-
B19922;-
B19937;-
C00475;-
C00666;-
C00994;-
C00995;-
C00996;-
C00999;-
C01108;-
C01520;-
C03182;-
C04747;-
C05910;-
C06250;-
C06721;-
C08027;NIL
C08591;-
C08592;-
C08764;-
C08766;-
C09055;-
C09057;-
C09146;-
C09184;-
C09194;-
C09934;-
C09964;-
C10147;-
G00814;-
C02808;-
C17694;-
D00379;-
D00544;-
D05979;-
F06846;-
F06848;NIL
G01297;-
L04123;-
M06597;-
M11210;-
P03619;-
P03626;-
R07089;-
M02131;NIL
M13397;-
S10154;-
B04721;NIL
B04733;-
B14083;-
B16165;-
G01913;-
G05041;-
P01681;-
S08361;-
S10409;-
T01276;-
V03508;-
F00622;-
B10136;-
C11967;-
R06279;-
R06540;-
A02072;-
F02904;-
G01174;-
L00882;-
M13683;-
R01187;NIL
D02137;-
L04930;-
T02076;NIL
C01717;-
D00077;-
I00257;-
C08282;-
C09883;-
G07384;-
P10286;-
S10915;-
Z01577;-
A02463;-
S01514;-
B16908;NIL
G03066;-
M10262;NIL
M11508;NIL
R06552;-
S05731;-
Z01521;-
A01777;-
C03016;-
G06057;-
B17600;-
C10276;-
G09707;-
R01647;-
S01481;-
C16293;-
F03238;-
F05848;-
G07577;-
C01836;-
C01839;-
I01158;-
R00148;-
L04699;-
P08958;-
F01946;-
G00889;-
G08381;-
P03803;-
Z01448;-
Z01558;-
M03780;-
C04830;NIL
C13903;-
G07951;-
M09553;-
M09557;-
S04819;-
S05170;-
S05580;-
S10185;-
T03664;-
C15014;-
G01917;-
F05692;-
B01152;-
B01156;-
B01163;-
B12324;-
B17368;-
C13880;-
C14078;-
D05255;-
D05256;-
F05989;-
F06686;-
M04503;-
S04584;-
T04492;-
V00552;-
V04249;-
C13810;-
G05628;-
R03476;-
M12286;-
P06337;-
P10629;-
R04848;-
B05511;-
C00844;-
C00845;-
C10599;-
F07979;-
C00871;-
C08436;-
C10756;-
C11021;-
C11585;-
C11871;-
C11944;-
C12404;-
C12624;-
C13117;-
C13469;-
C13962;-
C13987;-
C15118;-
C16328;-
C16382;-
C16680;-
C16986;-
C17365;-
C17393;-
C17591;-
C17925;-
H00130;-
P12806;NIL
D00023;-
D00783;-
D02719;-
D02817;-
D04630;-
D04731;-
D04734;-
D04954;-
D05252;-
D05476;-
D05514;-
D05519;-
D05524;-
D06835;NIL
D07027;-
D07041;-
D07256;-
D07260;-
D07267;NIL
D07268;-
D07269;-
D07270;-
D07426;-
D07439;-
D07547;-
D07740;-
D07876;-
D08078;-
C07460;-
C07745;-
C15117;NIL
D00921;-
F04618;-
D08221;-
D08222;-
D08223;-
R00826;-
D08449;-
V03403;-
D08451;-
D08581;-
E00620;-
E00621;-
F01545;-
F01666;-
F01831;-
F02008;NIL
F02789;-
F04446;-
F05041;-
F05194;-
F05411;-
F05455;-
F05771;-
F05813;-
F06330;-
F07242;-
F07442;-
F07551;-
F07935;-
F08385;-
F08383;-
F08721;-
F08737;-
F07915;-
C13361;-
C05835;-
C10205;-
D06758;-
G03678;-
G03930;-
G10409;-
I01015;-
P03224;-
S01273;-
S01343;NIL
S02923;-
F00376;-
F00792;-
F01544;-
F01659;-
F01990;-
F02495;-
F02588;NIL
F04272;-
F04528;NIL
F06004;-
F06567;-
F06825;-
F07758;-
G00128;-
G00223;-
G00828;-
G00880;-
G01351;-
G01435;-
G01961;-
G02242;-
G02420;-
G02575;-
G03016;-
G03245;-
G03676;-
B12333;-
G03729;-
B15615;-
B17845;-
C01007;-
G03973;-
C05739;-
C14129;-
D05590;-
D05591;-
G04134;-
D07940;-
D07943;-
G04179;-
F08503;-
G01718;-
G07383;-
G07582;-
G07644;-
G07743;-
G07821;-
G08088;NIL
G08138;-
I01070;-
G08139;-
L01338;-
L04996;-
M12159;-
G08146;-
N01553;NIL
G08291;-
T00525;-
G08299;-
T00526;-
T05090;-
G08435;-
G08513;-
T05108;-
T05114;-
G08883;-
V04267;-
G09078;-
G09081;-
Z01322;-
G09082;-
Z02901;-
G09258;-
G09625;-
G09643;-
G09660;-
G09709;NIL
G09865;-
G09897;-
G09901;-
G09935;-
G09936;-
G09938;-
G10196;-
G11228;-
G11234;-
H00014;-
H00039;-
H00060;-
H00061;-
H00080;NIL
H00085;-
H00087;-
H00136;-
H00163;-
H00227;-
I00159;-
I00175;-
I00313;-
I00418;-
I00751;-
I00834;-
I01006;-
I01125;-
I01127;-
I01151;-
I01184;-
I01197;-
I01207;-
I01209;-
I01231;-
I01242;-
I01248;-
I01254;-
I01264;-
I01266;-
I01269;-
I01271;-
I01272;-
I01288;-
I01317;-
I01330;-
I01346;-
I01350;-
J00027;-
J00033;-
J00043;-
J00126;-
B16194;-
J00135;-
G05595;-
J00157;-
S09300;-
Z00384;-
J00158;-
J00164;-
F07179;-
T01399;-
J00196;-
J00201;NIL
J00229;-
J00231;-
J00239;-
J00315;-
B12762;-
B19705;-
K00005;-
C13852;-
K00029;-
D01733;-
R03962;-
K00034;-
K00057;-
D01966;-
G10710;-
K00068;-
G10711;-
L02562;NIL
R05138;-
C07947;NIL
C11570;-
G00426;-
G00428;-
P02960;-
K00069;-
R01355;-
R01358;-
R01361;-
R03341;-
R03342;-
M15289;-
R06919;-
P04929;-
Z02476;-
S11000;-
B00807;-
O00058;-
S07714;-
N01417;-
M12376;-
S07778;-
B00933;-
H00117;-
L01838;-
K00064;NIL
K00063;NIL
I01004;-
B16352;-
C12186;-
J00059;-
K00598;-
C16490;-
T04583;-
M00248;-
M02401;-
M07671;-
M16188;-
P04301;-
R00249;-
R00742;NIL
R00744;-
R01115;-
S04558;-
S07774;-
S11282;-
T04678;-
V02822;-
V05008;-
V05063;-
V05165;-
G08531;-
V05166;-
W00079;-
G08532;-
Z00196;-
G09990;NIL
Z02168;NIL
G11125;-
Z02498;-
R05017;-
P13325;-
F08409;NIL
K00294;-
R02231;-
P05692;NIL
T04849;NIL
B11458;-
S10555;NIL
G00827;-
A05178;-
C09290;-
C15556;-
D05032;-
F03790;-
F05939;-
G05092;-
G05281;-
G05303;-
G10490;-
G10491;-
G10493;-
L04376;-
L05461;-
M02881;-
M04939;-
M07060;-
M09669;-
M12960;-
P06084;-
P12791;NIL
Q00346;-
R05936;-
R06337;-
R06689;-
V01607;-
M11543;-
P00111;-
Z01020;-
C10370;-
P06800;-
C04841;-
G09628;-
S01177;-
L00281;-
L00366;-
L00857;-
L01950;-
L01951;-
L02029;-
L02862;-
L03169;-
L03246;-
L03302;-
L03434;Q1896098
L03443;-
L03449;-
L04201;-
L04695;-
L04765;-
L05307;-
L05354;-
L05446;-
L05665;-
M00384;-
M01780;-
M01833;-
M01925;-
K00074;-
T00133;-
S05591;-
C01000;-
C14800;-
K00164;-
M05405;-
M09039;-
N02063;-
C17715;-
N01636;-
Z02441;-
R07285;NIL
P08084;-
V03356;-
S07404;-
S07683;-
S11471;-
S11473;-
T04804;-
T05072;-
T06171;-
T06174;-
V01764;-
V01765;-
V01766;-
V01767;-
V03342;-
V03343;-
Z00319;-
Z02751;-
Z03356;-
Z01846;-
Z03192;-
M05274;-
M01459;-
S05361;-
S07977;-
V04682;-
P12618;-
B12109;-
T03296;-
M10202;-
M10278;-
P04145;-
Z03278;-
P09223;-
S07763;-
S08010;-
S09332;-
V05107;-
N01721;-
G00182;-
B02233;-
B02232;-
C16383;-
D06316;-
M05094;-
S07787;-
M08525;-
L05353;-
M08414;-
P08794;-
B07125;-
D00867;-
F01920;-
N00796;-
V00166;-
