cpc;qid;tipo;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias
M11602;Q3857788;singolo;Milano;Milano;-1000;0;m;;;;;;;;;;anarchico;singolo di Alex Britti del 2008;20;
M11602;Q21282839;album discografico;Milano;Milano;-1000;0;m;;;;;;;;;;anarchico;album di Brigantony del 1985;20;
M11602;Q90566258;singolo;Milano;Milano;-1000;0;m;;;;;;;;;;anarchico;singolo di Irama del 2020;20;
M11602;Q21521486;umano;Milano;Victor A. Milano;-1000;1921;m;m;;;;;;botanico;;;anarchico;botanico;20;Milano
M11602;Q110073635;umano;Milano;Milano;-1000;1998;m;m;;Francia;;San Quintino;;cantante|rapper;;;anarchico;;20;
M11602;Q7197307;frutteto;Milano;Milano;-1000;0;m;;;;;;;;;;anarchico;fruit orchard containing primarily heirloom apple trees, located within Seattle Washington's Carkeek Park;20;Milano
M11602;Q123759379;singolo;Milano;Milano;-1000;0;m;;;;;;;;;;anarchico;singolo di Bia, Sfera Ebbasta e Fivio Foreign del 2023;20;
M11602;Q124386283;piroscafo;Milano;Milano;-1000;0;m;;;;;;;;;;anarchico;piroscafo;20;
M11602;Q136086637;singolo;Milano;Milano;-1000;0;m;;;;;;;;;;anarchico;singolo di Naska del 2025;20;
M11602;Q27131656;singolo;Milano;Milano;-1000;0;m;;;;;;;;;;anarchico;singolo di Luca Carboni del 2016;20;
M11602;Q422283;comune urbano;Milano;Milanówek;-1000;0;m;;;;;;;;;;anarchico;città attualmente in Polonia;20;
C11834;Q67195578;umano;Giuseppe Ciocci;Giuseppe Ciocci;1891;2002;m;m;Italia;;Fara Sabina;;contadino;calciatore;Domenico;;socialista;Italian footballer;1;
P08053;Q102410177;umano;Roberto Piccini;Roberto Piccinin;1902;0;m;m;Italia;;Codroipo;;bracciante;;Pietro;;comunista;Ph.D. University of Minnesota-Minneapolis 2010;1;
B09888;Q454498;umano;Luigi Betta;Luigi Bettazzi;1878;1923;m;m;Italia;Italia;Viarigi;Treviso;contadino;sacerdote cattolico|vescovo cattolico;Alessandro;;comunista;vescovo cattolico italiano (1923-2023);2;
B09888;Q3839336;umano;Luigi Betta;Luigi Bettarini;1878;1790;m;m;Italia;Italia;Viarigi;Portoferraio;contadino;architetto;Alessandro;;comunista;architetto italiano;2;
C03168;Q41231402;umano;Giovanni Capodivacca;Giovanni Capodivacca;1884;1884;m;m;Italia;Regno d'Italia;Cavarese Santa Croce;Cervarese Santa Croce;maestro;commediografo|critico d'arte|drammaturgo|giornalista|insegnante|scrittore;Napoleone;;socialista;giornalista e commediografo italiano (1884-1934);1;
P11025;Q250414;umano;Angelo Poli;Angelo Poliziano;1908;1454;m;m;Italia;Repubblica di Siena|Repubblica di Firenze;Borgo Vercelli;Montepulciano;fuochista|operaio;drammaturgo|filologo|poeta|professore universitario|scrittore|umanista;Alfonso;;antifascista;poeta, umanista e filologo classico italiano (1454-1494);12;Angelo Poliziano
P11025;Q63847894;opera d'arte;Angelo Poli;Angelo Poliziano, 1454-1494, Humanist [scultura];1908;0;m;;Italia;;Borgo Vercelli;;fuochista|operaio;;Alfonso;;antifascista;sculpture in the National Gallery of Art (NGA 44832);12;"Angelo Poliziano; 1454-1494; Humanist [scultura]"
P11025;Q12784683;umano;Angelo Poli;Angelo Policardi;1908;1888;m;m;Italia;Regno d'Italia;Borgo Vercelli;Ceneda;fuochista|operaio;militare;Alfonso;;antifascista;Italian general;12;
P11025;Q90438020;umano;Angelo Poli;Angelo Polito;1908;0;m;;Italia;;Borgo Vercelli;;fuochista|operaio;ricercatore;Alfonso;;antifascista;researcher (ORCID 0000-0003-4686-726X);12;
P11025;Q52942306;scuola media;Angelo Poli;Angelo Poliziano;1908;0;m;;Italia;;Borgo Vercelli;;fuochista|operaio;;Alfonso;;antifascista;scuola sec. secondo grado non statale di Roma in provincia di Roma (Italia) [codice scuola: RMPM045004];12;
P11025;Q133317114;umano;Angelo Poli;Q133317114;1908;1985;m;m;Italia;;Borgo Vercelli;;fuochista|operaio;scienziato della terra;Alfonso;;antifascista;;12;
P11025;Q133610772;umano;Angelo Poli;Q133610772;1908;1959;m;m;Italia;;Borgo Vercelli;Roma;fuochista|operaio;giornalista;Alfonso;;antifascista;;12;
P11025;Q21395448;umano;Angelo Poli;Angelo Poliseno;1908;0;m;m;Italia;Germania;Borgo Vercelli;;fuochista|operaio;cnidariologo|zoologo;Alfonso;;antifascista;German cnidariologist;12;
P11025;Q118876085;dipinto;Angelo Poli;Angelo Poliziano (1454–1494);1908;0;m;;Italia;;Borgo Vercelli;;fuochista|operaio;;Alfonso;;antifascista;painting by Northern Italian School, Walker Art Gallery;12;
P11025;Q140008805;scuola;Angelo Poli;Angelo Polizel Emeif;1908;0;m;;Italia;;Borgo Vercelli;;fuochista|operaio;;Alfonso;;antifascista;school in Glicério, São Paulo, Brazil;12;
P11025;Q128178341;;Angelo Poli;Q128178341;1908;0;m;;Italia;;Borgo Vercelli;;fuochista|operaio;;Alfonso;;antifascista;;12;
P11025;Q127765765;;Angelo Poli;Q127765765;1908;0;m;;Italia;;Borgo Vercelli;;fuochista|operaio;;Alfonso;;antifascista;;12;
B14072;Q21543493;umano;Antonio Bongiovanni;Antonio Bongiovanni;1904;1712;m;m;Italia;Repubblica di Venezia;Chiampo;Perarolo di Cadore;agricoltore;bibliotecario|classicista;Girolamo;;antifascista;classicista e bibliotecario italiano (1712-1762);1;
R07006;Q3636791;umano;Battista Rota;Battista Rota;1886;1932;m;m;Italia;Italia|Regno d'Italia;Brembate;Bergamo;scalpellino;allenatore di calcio|calciatore;Natale;;antifascista;allenatore di calcio e calciatore italiano;1;
V04950;Q93226125;umano;Vittorio Volpi;Vittorio Volpi;1867;1953;m;m;Italia;Italia;Venezia;;;bibliotecario;Giovanni;;socialista;bibliotecario italiano (1953-);4;
V04950;Q111576996;umano;Vittorio Volpi;Vittorio Volpi;1867;1939;m;m;Italia;Italia|Regno d'Italia;Venezia;Milano;;personalità del mondo degli affari;Giovanni;;socialista;commerciante italiano (1939-);4;
V04950;Q111576853;umano;Vittorio Volpi;Vittorio Volpi;1867;1936;m;m;Italia;Italia|Regno d'Italia;Venezia;Milano;;psicoanalista;Giovanni;;socialista;psicoanalista italiano (1936-1998);4;
V04950;Q104093626;;Vittorio Volpi;Q104093626;1867;0;m;;Italia;;Venezia;;;;Giovanni;;socialista;;4;
N00356;Q23857270;umano;Giuseppe Nardelli;Giuseppe Nardelli;1883;1965;m;m;Italia;Italia;Castiglion Fiorentino;Serracapriola;manovale;militare;Antonio;;socialista;carabiniere italiano, MOVM (n. 1965);2;
N00356;Q63383153;umano;Giuseppe Nardelli;Giuseppe Nardelli;1883;1802;m;m;Italia;Regno delle Due Sicilie|Regno d'Italia;Castiglion Fiorentino;San Vito Chietino;manovale;magistrato|politico;Antonio;;socialista;politico italiano (1802-1861);2;
G07287;Q3617028;umano;Angelo Giusti;Angelo Giusti;1896;1901;m;m;Italia;Italia|Regno d'Italia;Venezia;Lucca;facchino;scacchista;Michele;;comunista;scacchista italiano;5;
G07287;Q3617026;umano;Angelo Giusti;Angelo Giusti;1896;1762;m;m;Italia;;Venezia;Ambra;facchino;fantino;Michele;;comunista;fantino italiano;5;
G07287;Q25999390;umano;Angelo Giusti;Angelo Giustiniani;1896;0;m;m;Italia;;Venezia;;facchino;sacerdote cattolico|vescovo cattolico;Michele;;comunista;vescovo cattolico italiano;5;
G07287;Q2849284;umano;Angelo Giusti;Ange Justiniani;1896;1520;m;m;Italia;;Venezia;Chio;facchino;sacerdote cattolico|vescovo cattolico;Michele;;comunista;vescovo cattolico;5;Angelo Giustiniani
G07287;Q61065149;umano;Angelo Giusti;Angelo Giustiniano;1896;0;m;m;Italia;;Venezia;;facchino;;Michele;;comunista;;5;
F03018;Q3839622;umano;Luigi Ferrarese;Luigi Ferrarese;1917;1795;m;m;Italia;;Carpenedo;Brienza;manovale;medico|politico|psichiatra;Filippo;;antifascista;psichiatra e politico italiano (1795 – 1855);1;
C15774;Q126919550;umano;Francesco Cortinovis;Francesco Cortinovis;1886;2010;m;m;Svizzera;Italia;Mugena;Ponte San Pietro;;atleta paralimpico|sciatore;Giacomo;;anarchico;atleta paralimpico e sciatore italiano;1;
G07845;Q73073079;umano;Silva Gomez;Adriana Berenice Silva Gómez;1871;0;m;f;Italia;;Venezia;;medico;ricercatore;Giuseppe;;antifascista;researcher;4;Silva Gómez A
N00173;Q59653007;umano;Francesco Nanni;Francesco Nanni;1879;1949;m;m;Italia;San Marino;Castel Bolognese;Saint-Cloud;facchino;tiratore;Sebastiano;;anarchico;tiratore a segno sammarinese;4;
N00173;Q133007549;umano;Francesco Nanni;Q133007549;1879;0;m;m;Italia;;Castel Bolognese;;facchino;scrittore;Sebastiano;;anarchico;;4;
N00173;Q160030;umano;Francesco Nanni;papa Pio III;1879;1439;m;m;Italia;Stato Pontificio;Castel Bolognese;Sarteano;facchino;sacerdote cattolico|vescovo cattolico;Sebastiano;;anarchico;215° vescovo di Roma e papa della Chiesa cattolica da settembre ad ottobre del 1503;4;Francesco Nanni Todeschini Piccolomini
N00173;Q104684587;umano;Francesco Nanni;Francesco Nannini;1879;0;m;;Italia;;Castel Bolognese;;facchino;ricercatore;Sebastiano;;anarchico;researcher;4;
A02124;Q89931479;umano;Giuseppe Altieri;Giuseppe Altieri;1892;1958;m;m;Italia;Italia;Arquà Polesine;Caivano;impiegato;agronomo|insegnante;Giovanni battista;;anarchico;agronomo italiano (1958-);1;
A00046;Q1850396;umano;Pietro Abba;Pietro Abbà Cornaglia;1889;1851;m;m;Italia;Regno d'Italia;Zeri;Alessandria;venditore ambulante;autore di canzoni|compositore|critico musicale|direttore artistico|educatore|organista|pianista|scrittore musicale;Rocco;;socialista;compositore italiano;6;
A00046;Q3710198;umano;Pietro Abba;Pietro Abbati Marescotti;1889;1768;m;m;Italia;;Zeri;Modena;venditore ambulante;matematico;Rocco;;socialista;matematico italiano;6;
A00046;Q123152764;umano;Pietro Abba;Pietro Abbadessa;1889;0;m;m;Italia;;Zeri;;venditore ambulante;giurista|professore universitario;Rocco;;socialista;giurista, docente di Diritto bancario;6;
A00046;Q109653034;umano;Davide Abba;Davide Abbatescianni;1889;1991;m;m;Italia;Italia;Zeri;Bari;venditore ambulante;giornalista;Rocco;;socialista;Italian journalist, film critic;6;
A00046;Q130940805;umano;Davide Abba;Davide Abbattista;1889;0;m;;Italia;;Zeri;;venditore ambulante;ricercatore;Rocco;;socialista;researcher;6;
A00495;Q56007147;umano;Giuseppe Adorni;Giuseppe Adorni;1892;1774;m;m;Italia;;Langhirano;;muratore;poeta|professore|scrittore;Giacinto;;socialista;poeta, professore;1;
A00754;Q99147603;umano;Giuseppe Agostini;Giuseppe Agostini;1875;1930;m;m;Italia;Italia;Ascoli Piceno;Supino;commerciante;organista;Luigi;;antifascista;organista, direttore di coro e compositore italiano (1930-2020);6;
A00754;Q47410665;umano;Giuseppe Agostini;Giuseppe Agostini;1875;1890;m;m;Italia;;Ascoli Piceno;Fano;commerciante;compositore|direttore d'orchestra;Luigi;;antifascista;(1890 - 1971) compositore e direttore d'orchestra;6;
A00754;Q19862970;umano;Giuseppe Agostini;Giuseppe Agostini;1875;1874;m;m;Italia;Italia|Regno d'Italia;Ascoli Piceno;Verona;commerciante;cantante lirico;Luigi;;antifascista;tenore italiano (1874-1951);6;
A00754;Q71592116;umano;Giuseppe Agostini;Giuseppe Agostini;1875;1573;m;m;Italia;;Ascoli Piceno;Palermo;commerciante;insegnante;Luigi;;antifascista;docente;6;
A00754;Q47410805;pagina di disambiguazione di un progetto Wikimedia;Giuseppe Agostini;Giuseppe Agostini;1875;0;m;;Italia;;Ascoli Piceno;;commerciante;;Luigi;;antifascista;pagina di disambiguazione di un progetto Wikimedia;6;
A00754;Q1348867;umano;Giuseppe Agostini;Giuseppe Vasi;1875;1710;m;m;Italia;;Ascoli Piceno;Corleone;commerciante;architetto|artista grafico|incisore|pittore;Luigi;;antifascista;incisore e architetto italiano (1710-1782);6;Giuseppe Agostini Vasi
A01054;Q16487697;umano;Girolamo Albanese;Girolamo Albanese;1864;1584;m;m;Italia;Repubblica di Venezia;Cittanova;Vicenza;scrivano ex;architetto;Francesco;;socialista;scultore e architetto italiano;5;
A01054;Q139122265;umano;Girolamo Albanese;Q139122265;1864;1580;m;m;Italia;;Cittanova;;scrivano ex;architetto|scultore;Francesco;;socialista;;5;
A01054;Q23851295;umano;Vincenzo Albanese;Vincenzo Albanese;1864;1996;m;m;Italia;Italia;Cittanova;Oliveto Citra;scrivano ex;ciclista;Francesco;;socialista;ciclista su strada italiano;5;
A01054;Q29558014;pagina di disambiguazione di un progetto Wikimedia;Vincenzo Albanese;Vincenzo Albanese;1864;0;m;;Italia;;Cittanova;;scrivano ex;;Francesco;;socialista;pagina di disambiguazione di un progetto Wikimedia;5;
A01086;Q869358;umano;Luigi Albani;Luigi Albani;1899;1928;m;m;Italia;Italia;Bergamo;Roma;fruttivendolo|pollivendolo;calciatore;Luigi;;anarchico;calciatore italiano;1;
A01329;Q61464;umano;Giovanni Alberto;Giovanni Alberto di Meclemburgo-Schwerin;1871;1857;m;m;Italia;Germania;Salussola;Schwerin;muratore;Principe reggente|esploratore|reggente;Stefano;Friedrich|Franz;sovversivo;reggente del granducato di Meclemburgo-Schwerin e del ducato di Brunswick;20;Giovanni Alberto di Meclemburgo-Schwerin
A01329;Q534948;umano;Giovanni Alberto;Giovanni Alberto Vasa;1871;1612;m;m;Italia;Confederazione polacco-lituana;Salussola;Cracovia|Varsavia;muratore;sacerdote cattolico|vescovo|vescovo cattolico;Stefano;Sigismund|Zygmunt;sovversivo;cardinale e vescovo cattolico polacco (1612-1634);20;Giovanni Alberto Vasa
A01329;Q668049;umano;Giovanni Alberto;Giovanni Alberto I di Meclemburgo-Schwerin;1871;1526;m;m;Italia;Germania;Salussola;Güstrow;muratore;aristocratico;Stefano;Albert;sovversivo;aristocratico tedesco;20;Giovanni Alberto I di Meclemburgo-Schwerin
A01329;Q571404;umano;Giovanni Alberto;Giovanni Alberto II di Meclemburgo-Güstrow;1871;1590;m;m;Italia;Germania;Salussola;Waren;muratore;feudatario|regnante;Stefano;Johann;sovversivo;Co-ruler of Mecklenburg, later ruler of Mecklenburg-Güstrow;20;Giovanni Alberto II di Meclemburgo-Güstrow
A01329;Q174633;umano;Giovanni Alberto;Giovanni Alberto Ristori;1871;1692;m;m;Italia;Stato Pontificio;Salussola;Bologna;muratore;compositore|direttore d'orchestra|musicista|organista;Stefano;;sovversivo;compositore e organista italiano;20;
A01329;Q359466;umano;Giovanni Alberto;Giovanni Alberto Badoer;1871;1649;m;m;Italia;Repubblica di Venezia;Salussola;Venezia;muratore;sacerdote cattolico|vescovo cattolico;Stefano;;sovversivo;cardinale e patriarca cattolico italiano;20;
A01329;Q3106984;umano;Giovanni Alberto;Giovanni Alberto Agnelli;1871;1964;m;m;Italia;Italia;Salussola;Milano;muratore;imprenditore;Stefano;Umberto;sovversivo;imprenditore e dirigente d'azienda italiano;20;
A01329;Q71301464;umano;Giovanni Alberto;Giovanni Alberto Cecconi;1871;1960;m;m;Italia;Italia;Salussola;Firenze;muratore;professore universitario|scacchista|storico;Stefano;;sovversivo;storico italiano (1960-);20;
A01329;Q3766365;umano;Giovanni Alberto;Giovanni Albertoni;1871;1806;m;m;Italia;Regno d'Italia;Salussola;Varallo;muratore;artista|scultore;Stefano;;sovversivo;scultore italiano;20;
A01329;Q3767441;umano;Giovanni Alberto;Giovanni Gualberto De Soria;1871;1707;m;m;Italia;;Salussola;Pisa;muratore;filosofo|professore;Stefano;;sovversivo;filosofo italiano;20;Giovanni Alberto De Soria
A01329;Q41568834;umano;Giovanni Alberto;Giovanni Alberto Colombo;1871;1708;m;m;Italia;Repubblica di Venezia;Salussola;Venezia;muratore;astronomo|filosofo|fisico;Stefano;;sovversivo;fisico, astronomo e filosofo italiano;20;
A01329;Q3608142;umano;Giovanni Alberto;Alberto Bechi Luserna;1871;1904;m;m;Italia;Regno d'Italia;Salussola;Spoleto;muratore;scrittore|ufficiale;Stefano;;sovversivo;ufficiale e scrittore italiano;20;Giovanni Alberto Bechi Luserna
A01329;Q98681546;umano;Giovanni Alberto;Giovanni Alberto Albicante;1871;0;m;m;Italia;;Salussola;;muratore;poeta|scrittore;Stefano;;sovversivo;poeta;20;
A01329;Q115109974;pista sciistica;Giovanni Alberto;pista Giovanni Alberto Agnelli;1871;0;m;;Italia;;Salussola;;muratore;;Stefano;;sovversivo;Pista sciistica a Sestriere;20;Giovanni Alberto Agnelli
A01329;Q134294504;umano;Giovanni Alberto;Giovanni Alberto Chaves-Portilla;1871;0;m;;Italia;;Salussola;;muratore;erpetologo;Stefano;;sovversivo;;20;
A01329;Q19357553;umano;Giovanni Alberto;Giovanni Albertocchi;1871;1946;m;m;Italia;;Salussola;;muratore;critico letterario;Stefano;;sovversivo;critico letterario italiano;20;
A01329;Q93435904;umano;Giovanni Alberto;Giovanni Alberto Tumermani;1871;1726;m;m;Italia;;Salussola;;muratore;;Stefano;;sovversivo;;20;
A01329;Q55915641;umano;Giovanni Alberto;Giovanni Alberto de' Grandi;1871;1689;m;m;Italia;;Salussola;;muratore;sacerdote cattolico|vescovo cattolico;Stefano;;sovversivo;vescovo cattolico;20;
A01329;Q102391359;umano;Giovanni Alberto;Giovanni A. Maitreya Orlando;1871;0;m;m;Italia;;Salussola;;muratore;;Stefano;;sovversivo;Dottore 1992;20;Giovanni Alberto Maitreya Orlando
A01329;Q20002543;umano;Giovanni Alberto;Giovanni Alberto Lorandi;1871;0;m;m;Italia;;Salussola;Brescia;muratore;compositore;Stefano;;sovversivo;;20;
A01575;Q21505044;umano;Alessandro Alessandrini;Alessandro Alessandrini;1892;1953;m;m;Italia;;Nocera Umbra;;dottore;botanico;Giuseppe;;antifascista;botanico italiano (1953-);4;
A01575;Q133072293;umano;Alessandro Alessandrini;Alessandro Alessandrini;1892;1888;m;m;Italia;;Nocera Umbra;;dottore;medico|professore universitario;Giuseppe;;antifascista;medico e docente universitario di igiene (1888-1963);4;
A01575;Q48806496;umano;Alessandro Alessandrini;Alessandro Alessandrini;1892;1891;m;m;Italia;Italia|Regno d'Italia;Nocera Umbra;Magione;dottore;politico;Giuseppe;;antifascista;politico italiano (1891-1963);4;
A01575;Q52482967;;Alessandro Alessandrini;Q52482967;1892;0;m;;Italia;;Nocera Umbra;;dottore;;Giuseppe;;antifascista;;4;
A02804;Q17462893;umano;Ivan Amulic;Q17462893;1911;0;m;m;Yugoslavia;Russia;Konstaye;;facchino di porto;;Michele;;comunista;;1;
A03111;Q64760413;umano;Francesco Andreoli;Francesco Andreoli;1872;1806;m;m;Italia;;Gussago;;calzolaio;sacerdote cattolico|vescovo cattolico;Giuseppe;;anarchico;vescovo cattolico;4;
A03111;Q137023594;umano;Francesco Andreoli;Q137023594;1872;0;m;m;Italia;;Gussago;;calzolaio;;Giuseppe;;anarchico;;4;
A03111;Q91587258;umano;Francesco Andreoli;Francesco Andreoli;1872;0;m;m;Italia;;Gussago;;calzolaio;ricercatore;Giuseppe;;anarchico;researcher (ORCID 0000-0002-8645-9036);4;
A03111;Q89536873;umano;Francesco Andreoli;Francesco Andreoli;1872;0;m;m;Italia;;Gussago;;calzolaio;ricercatore;Giuseppe;;anarchico;researcher (ORCID 0000-0002-1282-0757);4;
A03152;Q506085;umano;Luigi Andreoni;Luigi Andreoni;1868;1853;m;m;Italia;Regno d'Italia;Torino;Vercelli|Italia;ingegnere;architetto|ingegnere|pittore;Carlo;;antifascista;ingegnere italiano;1;Luigi Andreoni
A03222;Q108510556;umano;Luigi Andri;Luigi Andrianopoli;1903;0;m;m;Italia;Italia;Feletto Umberto;;operaio;;Enrico;;comunista;;4;
A03222;Q96254782;umano;Luigi Andri;Luigi Andrioli;1903;1766;m;m;Italia;Svizzera;Feletto Umberto;Nizza;operaio;librettista|musicista|soldato|ufficiale;Enrico;;comunista;librettista, soldato, musicista, ufficiale;4;
A03265;Q103121933;umano;Oreste Andrisano;Oreste Andrisano;1886;0;m;;Italia;;Torino;;operaio;;Vincenzo;;anarchico;;3;
A03629;Q106085669;umano;Giovanni Angiolini;Giovanni Angiolini Trapanese;1908;1973;m;m;Italia;Regno dei Paesi Bassi;Salò;;tornitore di legno;Campaign manager|lobbista;Carlo;;antifascista;campaign manager from the Netherlands;3;
A03984;Q64733183;umano;Antonio Antonelli;Antonio Antonelli;1894;1641;m;m;Italia;;Longiano;;bracciante;diacono cattolico|sacerdote cattolico|vescovo cattolico;Ignoto;;comunista;vescovo cattolico (1641-1711);1;
A04096;Q47504417;umano;Angelo Antonini;Angelo Antonini;1909;0;m;m;Italia;;Roma;;stuccatore;ricercatore;Ottavio;;comunista;ricercatore;1;
A04115;Q26299925;umano;Gino Antonini;Gino Antonini;1907;0;m;m;Italia;;Cerreto Guidi;;calzolaio;attore|attore cinematografico;Domenico;;comunista;attore;1;
A04130;Q102348980;umano;Paolo Antonini;Paolo Antonini;1906;0;m;m;Italia;;Roma;;pittore;;Adriana;;socialista;Ph.D. Università di Roma La Sapienza 2008;1;
A04701;Q59174836;umano;Salvatore Arena;Salvatore Arena;1891;0;m;m;Italia;;Catania;;ferroviere ex;ricercatore;Ignazio;;socialista;researcher ORCID ID = 0000-0003-0276-9211;3;
A04701;Q110371052;umano;Salvatore Arena;Salvatore Arena;1891;1922;m;m;Italia;Italia|Regno d'Italia;Catania;Bagnara Calabra;ferroviere ex;politico;Ignazio;;socialista;politico italiano (1922-2010);3;
A04701;Q10367097;umano;Salvatore Arena;Salvador Arena;1891;1915;m;m;Italia;;Catania;Tripoli;ferroviere ex;imprenditore;Ignazio;;socialista;Brazilian businessman;3;Salvatore Arena
B00048;Q3619203;umano;Antonio Babini;Antonio Babini;1894;1961;m;m;Italia;Italia;Castel Bolognese;Rimini;muratore;allenatore|pallavolista;Domenico;;antifascista;pallavolista e allenatore di pallavolo italiano;1;
